"Uniprot_Accession","Uniprot_ID","KEGG_ID","Pathway_ID","Pathway_name"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa05212","Pancreatic cancer - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa04015","Rap1 signaling pathway - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa05135","Yersinia infection - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa04662","B cell receptor signaling pathway - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa04062","Chemokine signaling pathway - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa05215","Prostate cancer - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa04611","Platelet activation - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa05231","Choline metabolism in cancer - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa04022","cGMP-PKG signaling pathway - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa05164","Influenza A - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa05200","Pathways in cancer - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa05211","Renal cell carcinoma - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa04915","Estrogen signaling pathway - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa04933","AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa05415","Diabetic cardiomyopathy - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa05222","Small cell lung cancer - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa05010","Alzheimer disease - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa05170","Human immunodeficiency virus 1 infection - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa05166","Human T-cell leukemia virus 1 infection - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa05142","Chagas disease - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa05169","Epstein-Barr virus infection - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa04926","Relaxin signaling pathway - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa04620","Toll-like receptor signaling pathway - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa04152","AMPK signaling pathway - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa04666","Fc gamma R-mediated phagocytosis - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa05210","Colorectal cancer - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa04210","Apoptosis - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa04917","Prolactin signaling pathway - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa05132","Salmonella infection - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa04630","JAK-STAT signaling pathway - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa04929","GnRH secretion - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa04012","ErbB signaling pathway - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa05418","Fluid shear stress and atherosclerosis - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa04213","Longevity regulating pathway - multiple species - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa04261","Adrenergic signaling in cardiomyocytes - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa05224","Breast cancer - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa04371","Apelin signaling pathway - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa05221","Acute myeloid leukemia - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa05208","Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa04728","Dopaminergic synapse - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa05417","Lipid and atherosclerosis - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa05207","Chemical carcinogenesis - receptor activation - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa04151","PI3K-Akt signaling pathway - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa05223","Non-small cell lung cancer - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa04722","Neurotrophin signaling pathway - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa05168","Herpes simplex virus 1 infection - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa04380","Osteoclast differentiation - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa05226","Gastric cancer - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa04218","Cellular senescence - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa04932","Non-alcoholic fatty liver disease - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa04550","Signaling pathways regulating pluripotency of stem cells - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","hsa04068","FoxO signaling pathway - Homo sapiens (human)"
"O14734","ACOT8_HUMAN","hsa:10005","hsa01100","Metabolic pathways - Homo sapiens (human)"
"O14734","ACOT8_HUMAN","hsa:10005","hsa00120","Primary bile acid biosynthesis - Homo sapiens (human)"
"O14734","ACOT8_HUMAN","hsa:10005","hsa04146","Peroxisome - Homo sapiens (human)"
"Q8IZP0","ABI1_HUMAN","hsa:10006","hsa05132","Salmonella infection - Homo sapiens (human)"
"Q8IZP0","ABI1_HUMAN","hsa:10006","hsa05130","Pathogenic Escherichia coli infection - Homo sapiens (human)"
"P46926","GNPI1_HUMAN","hsa:10007","hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"P46926","GNPI1_HUMAN","hsa:10007","hsa01100","Metabolic pathways - Homo sapiens (human)"
"Q9Y6H6","KCNE3_HUMAN","hsa:10008","hsa04974","Protein digestion and absorption - Homo sapiens (human)"
"P22223","CADH3_HUMAN","hsa:1001","hsa04514","Cell adhesion molecules - Homo sapiens (human)"
"Q92844","TANK_HUMAN","hsa:10010","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"Q92844","TANK_HUMAN","hsa:10010","hsa04622","RIG-I-like receptor signaling pathway - Homo sapiens (human)"
"Q92844","TANK_HUMAN","hsa:10010","hsa05417","Lipid and atherosclerosis - Homo sapiens (human)"
"Q92844","TANK_HUMAN","hsa:10010","hsa04621","NOD-like receptor signaling pathway - Homo sapiens (human)"
"Q92844","TANK_HUMAN","hsa:10010","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)"
"Q92844","TANK_HUMAN","hsa:10010","hsa04140","Autophagy - animal - Homo sapiens (human)"
"Q6ZMV8","ZN730_HUMAN","hsa:100129543","hsa05168","Herpes simplex virus 1 infection - Homo sapiens (human)"
"O75373","ZN737_HUMAN","hsa:100129842","hsa05168","Herpes simplex virus 1 infection - Homo sapiens (human)"
"Q9UBN7","HDAC6_HUMAN","hsa:10013","hsa04613","Neutrophil extracellular trap formation - Homo sapiens (human)"
"Q9UBN7","HDAC6_HUMAN","hsa:10013","hsa05034","Alcoholism - Homo sapiens (human)"
"Q9UBN7","HDAC6_HUMAN","hsa:10013","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)"
"Q9UBN7","HDAC6_HUMAN","hsa:10013","hsa05203","Viral carcinogenesis - Homo sapiens (human)"
"P0DI80","SMIM6_HUMAN","hsa:100130933","hsa04020","Calcium signaling pathway - Homo sapiens (human)"
"A6NFI3","ZN316_HUMAN","hsa:100131017","hsa05168","Herpes simplex virus 1 infection - Homo sapiens (human)"
"Q9BY31","ZN717_HUMAN","hsa:100131827","hsa05168","Herpes simplex virus 1 infection - Homo sapiens (human)"
"P43631","KI2S2_HUMAN","hsa:100132285","hsa04650","Natural killer cell mediated cytotoxicity - Homo sapiens (human)"
"P43631","KI2S2_HUMAN","hsa:100132285","hsa04612","Antigen processing and presentation - Homo sapiens (human)"
"A6NM45","CLD24_HUMAN","hsa:100132463","hsa05130","Pathogenic Escherichia coli infection - Homo sapiens (human)"
"A6NM45","CLD24_HUMAN","hsa:100132463","hsa04670","Leukocyte transendothelial migration - Homo sapiens (human)"
"A6NM45","CLD24_HUMAN","hsa:100132463","hsa04530","Tight junction - Homo sapiens (human)"
"A6NM45","CLD24_HUMAN","hsa:100132463","hsa04514","Cell adhesion molecules - Homo sapiens (human)"
"A6NM45","CLD24_HUMAN","hsa:100132463","hsa05160","Hepatitis C - Homo sapiens (human)"
"P25063","CD24_HUMAN","hsa:100133941","hsa04640","Hematopoietic cell lineage - Homo sapiens (human)"
"B7U540","KCJ18_HUMAN","hsa:100134444","hsa04725","Cholinergic synapse - Homo sapiens (human)"
"B7U540","KCJ18_HUMAN","hsa:100134444","hsa04921","Oxytocin signaling pathway - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","hsa04014","Ras signaling pathway - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","hsa04370","VEGF signaling pathway - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","hsa04072","Phospholipase D signaling pathway - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","hsa00565","Ether lipid metabolism - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","hsa00591","Linoleic acid metabolism - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","hsa04664","Fc epsilon RI signaling pathway - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","hsa04611","Platelet activation - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","hsa04730","Long-term depression - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","hsa04217","Necroptosis - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","hsa04724","Glutamatergic synapse - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","hsa05231","Choline metabolism in cancer - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","hsa01100","Metabolic pathways - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","hsa04010","MAPK signaling pathway - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","hsa04750","Inflammatory mediator regulation of TRP channels - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","hsa04913","Ovarian steroidogenesis - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","hsa04666","Fc gamma R-mediated phagocytosis - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","hsa00590","Arachidonic acid metabolism - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","hsa04921","Oxytocin signaling pathway - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","hsa04726","Serotonergic synapse - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","hsa00592","alpha-Linolenic acid metabolism - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","hsa04270","Vascular smooth muscle contraction - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","hsa04912","GnRH signaling pathway - Homo sapiens (human)"
"Q9UQL6","HDAC5_HUMAN","hsa:10014","hsa04371","Apelin signaling pathway - Homo sapiens (human)"
"Q9UQL6","HDAC5_HUMAN","hsa:10014","hsa04613","Neutrophil extracellular trap formation - Homo sapiens (human)"
"Q9UQL6","HDAC5_HUMAN","hsa:10014","hsa05203","Viral carcinogenesis - Homo sapiens (human)"
"Q9UQL6","HDAC5_HUMAN","hsa:10014","hsa05206","MicroRNAs in cancer - Homo sapiens (human)"
"Q9UQL6","HDAC5_HUMAN","hsa:10014","hsa05034","Alcoholism - Homo sapiens (human)"
"Q8WUM4","PDC6I_HUMAN","hsa:10015","hsa03250","Viral life cycle - HIV-1 - Homo sapiens (human)"
"Q8WUM4","PDC6I_HUMAN","hsa:10015","hsa04144","Endocytosis - Homo sapiens (human)"
"B3GLJ2","PATE3_HUMAN","hsa:100169851","hsa04080","Neuroactive ligand-receptor interaction - Homo sapiens (human)"
"A6NHQ4","EPOP_HUMAN","hsa:100170841","hsa03083","Polycomb repressive complex - Homo sapiens (human)"
"O43521","B2L11_HUMAN","hsa:10018","hsa01521","EGFR tyrosine kinase inhibitor resistance - Homo sapiens (human)"
"O43521","B2L11_HUMAN","hsa:10018","hsa05210","Colorectal cancer - Homo sapiens (human)"
"O43521","B2L11_HUMAN","hsa:10018","hsa05200","Pathways in cancer - Homo sapiens (human)"
"O43521","B2L11_HUMAN","hsa:10018","hsa05169","Epstein-Barr virus infection - Homo sapiens (human)"
"O43521","B2L11_HUMAN","hsa:10018","hsa04215","Apoptosis - multiple species - Homo sapiens (human)"
"O43521","B2L11_HUMAN","hsa:10018","hsa05206","MicroRNAs in cancer - Homo sapiens (human)"
"O43521","B2L11_HUMAN","hsa:10018","hsa04932","Non-alcoholic fatty liver disease - Homo sapiens (human)"
"O43521","B2L11_HUMAN","hsa:10018","hsa04068","FoxO signaling pathway - Homo sapiens (human)"
"O43521","B2L11_HUMAN","hsa:10018","hsa04151","PI3K-Akt signaling pathway - Homo sapiens (human)"
"O43521","B2L11_HUMAN","hsa:10018","hsa04210","Apoptosis - Homo sapiens (human)"
"Q9UQQ2","SH2B3_HUMAN","hsa:10019","hsa04722","Neurotrophin signaling pathway - Homo sapiens (human)"
"P55283","CADH4_HUMAN","hsa:1002","hsa04514","Cell adhesion molecules - Homo sapiens (human)"
"Q9Y223","GLCNE_HUMAN","hsa:10020","hsa01100","Metabolic pathways - Homo sapiens (human)"
"Q9Y223","GLCNE_HUMAN","hsa:10020","hsa01250","Biosynthesis of nucleotide sugars - Homo sapiens (human)"
"Q9Y223","GLCNE_HUMAN","hsa:10020","hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"Q9Y3Q4","HCN4_HUMAN","hsa:10021","hsa04742","Taste transduction - Homo sapiens (human)"
"Q9Y3Q4","HCN4_HUMAN","hsa:10021","hsa04024","cAMP signaling pathway - Homo sapiens (human)"
"Q9Y5Q6","INSL5_HUMAN","hsa:10022","hsa04080","Neuroactive ligand-receptor interaction - Homo sapiens (human)"
"Q9Y5Q6","INSL5_HUMAN","hsa:10022","hsa04926","Relaxin signaling pathway - Homo sapiens (human)"
"Q92837","FRAT1_HUMAN","hsa:10023","hsa05224","Breast cancer - Homo sapiens (human)"
"Q92837","FRAT1_HUMAN","hsa:10023","hsa05200","Pathways in cancer - Homo sapiens (human)"
"Q92837","FRAT1_HUMAN","hsa:10023","hsa05010","Alzheimer disease - Homo sapiens (human)"
"Q92837","FRAT1_HUMAN","hsa:10023","hsa04310","Wnt signaling pathway - Homo sapiens (human)"
"Q92837","FRAT1_HUMAN","hsa:10023","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"Q92837","FRAT1_HUMAN","hsa:10023","hsa05226","Gastric cancer - Homo sapiens (human)"
"Q92837","FRAT1_HUMAN","hsa:10023","hsa05225","Hepatocellular carcinoma - Homo sapiens (human)"
"Q9Y2X0","MED16_HUMAN","hsa:10025","hsa04919","Thyroid hormone signaling pathway - Homo sapiens (human)"
"Q92643","GPI8_HUMAN","hsa:10026","hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)"
"Q92643","GPI8_HUMAN","hsa:10026","hsa01100","Metabolic pathways - Homo sapiens (human)"
"Q02080","MEF2B_HUMAN","hsa:100271849","hsa04371","Apelin signaling pathway - Homo sapiens (human)"
"Q02080","MEF2B_HUMAN","hsa:100271849","hsa04022","cGMP-PKG signaling pathway - Homo sapiens (human)"
"F5GXT2","F5GXT2_HUMAN","hsa:100271927","hsa04014","Ras signaling pathway - Homo sapiens (human)"
"A8K0Z3","WASH1_HUMAN","hsa:100287171","hsa04144","Endocytosis - Homo sapiens (human)"
"A6NN14","ZN729_HUMAN","hsa:100287226","hsa05168","Herpes simplex virus 1 infection - Homo sapiens (human)"
"H7C241","CLD34_HUMAN","hsa:100288814","hsa05130","Pathogenic Escherichia coli infection - Homo sapiens (human)"
"H7C241","CLD34_HUMAN","hsa:100288814","hsa04530","Tight junction - Homo sapiens (human)"
"H7C241","CLD34_HUMAN","hsa:100288814","hsa05160","Hepatitis C - Homo sapiens (human)"
"H7C241","CLD34_HUMAN","hsa:100288814","hsa04514","Cell adhesion molecules - Homo sapiens (human)"
"H7C241","CLD34_HUMAN","hsa:100288814","hsa04670","Leukocyte transendothelial migration - Homo sapiens (human)"
"O15263","DFB4A_HUMAN","hsa:100289462","hsa05150","Staphylococcus aureus infection - Homo sapiens (human)"
"O15263","DFB4A_HUMAN","hsa:100289462","hsa04657","IL-17 signaling pathway - Homo sapiens (human)"
"O15263","DFB4A_HUMAN","hsa:100289462","hsa04621","NOD-like receptor signaling pathway - Homo sapiens (human)"
"Q86T29","ZN605_HUMAN","hsa:100289635","hsa05168","Herpes simplex virus 1 infection - Homo sapiens (human)"
"Q6ZMS7","ZN783_HUMAN","hsa:100289678","hsa05168","Herpes simplex virus 1 infection - Homo sapiens (human)"
"P33151","CADH5_HUMAN","hsa:1003","hsa04514","Cell adhesion molecules - Homo sapiens (human)"
"P33151","CADH5_HUMAN","hsa:1003","hsa04670","Leukocyte transendothelial migration - Homo sapiens (human)"
"P33151","CADH5_HUMAN","hsa:1003","hsa05418","Fluid shear stress and atherosclerosis - Homo sapiens (human)"
"P33151","CADH5_HUMAN","hsa:1003","hsa04520","Adherens junction - Homo sapiens (human)"
"A6NHP3","SPE2B_HUMAN","hsa:100310812","hsa04114","Oocyte meiosis - Homo sapiens (human)"
"A6NHP3","SPE2B_HUMAN","hsa:100310812","hsa04914","Progesterone-mediated oocyte maturation - Homo sapiens (human)"
"Q9UGN5","PARP2_HUMAN","hsa:10038","hsa04210","Apoptosis - Homo sapiens (human)"
"Q9UGN5","PARP2_HUMAN","hsa:10038","hsa03410","Base excision repair - Homo sapiens (human)"
"Q9Y6F1","PARP3_HUMAN","hsa:10039","hsa04210","Apoptosis - Homo sapiens (human)"
"Q9Y6F1","PARP3_HUMAN","hsa:10039","hsa03410","Base excision repair - Homo sapiens (human)"
"P0DMC3","ELA_HUMAN","hsa:100506013","hsa04080","Neuroactive ligand-receptor interaction - Homo sapiens (human)"
"P0DMC3","ELA_HUMAN","hsa:100506013","hsa04371","Apelin signaling pathway - Homo sapiens (human)"
"Q16625","OCLN_HUMAN","hsa:100506658","hsa04530","Tight junction - Homo sapiens (human)"
"Q16625","OCLN_HUMAN","hsa:100506658","hsa04514","Cell adhesion molecules - Homo sapiens (human)"
"Q16625","OCLN_HUMAN","hsa:100506658","hsa05160","Hepatitis C - Homo sapiens (human)"
"Q16625","OCLN_HUMAN","hsa:100506658","hsa05130","Pathogenic Escherichia coli infection - Homo sapiens (human)"
"Q16625","OCLN_HUMAN","hsa:100506658","hsa04670","Leukocyte transendothelial migration - Homo sapiens (human)"
"Q6UXS9","CASPC_HUMAN","hsa:100506742","hsa04210","Apoptosis - Homo sapiens (human)"
"Q6UXS9","CASPC_HUMAN","hsa:100506742","hsa05161","Hepatitis B - Homo sapiens (human)"
"Q6UXS9","CASPC_HUMAN","hsa:100506742","hsa05010","Alzheimer disease - Homo sapiens (human)"
"Q6UXS9","CASPC_HUMAN","hsa:100506742","hsa04141","Protein processing in endoplasmic reticulum - Homo sapiens (human)"
"Q6UXS9","CASPC_HUMAN","hsa:100506742","hsa04621","NOD-like receptor signaling pathway - Homo sapiens (human)"
"Q6UXS9","CASPC_HUMAN","hsa:100506742","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"Q6UXS9","CASPC_HUMAN","hsa:100506742","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)"
"Q6UXS9","CASPC_HUMAN","hsa:100506742","hsa05020","Prion disease - Homo sapiens (human)"
"P0DMT0","MLN_HUMAN","hsa:100507027","hsa04020","Calcium signaling pathway - Homo sapiens (human)"
"Q29983","MICA_HUMAN","hsa:100507436","hsa05167","Kaposi sarcoma-associated herpesvirus infection - Homo sapiens (human)"
